Assigned_CBSA,Assigned_CBSATitle,age_recode,fb_recode,fb_label,sample_n,DY,var_n,se_n,cv_n,se2_n,moe_n,sample_d,denom,var_d,se_d,cv_d,se2_d,moe_d,ShareDY,MOE_ShareDY
0,_US total,16-19,0,NB,17851.00000,696590.61909,56002848.77800,7483.50511,0.01074,56002848.77800,12310.36591,482588.00000,15869067.86900,410365042.21000,20257.46880,0.00128,410365042.21000,33323.53618,0.04390,0.00077
0,_US total,16-19,1,FB,1920.00000,87417.68647,5035483.06110,2243.98820,0.02567,5035483.06110,3691.36060,34268.00000,1271570.88820,73433377.72100,8569.32773,0.00674,73433377.72100,14096.54411,0.06875,0.00280
0,_US total,20-24,0,NB,44792.00000,1964791.53890,114157276.55000,10684.44086,0.00544,114157276.55000,17575.90522,519527.00000,20285209.94800,375149270.50000,19368.77050,0.00095,375149270.50000,31861.62747,0.09686,0.00085
0,_US total,20-24,1,FB,5606.00000,278249.66101,19176645.37300,4379.11468,0.01574,19176645.37300,7203.64365,56614.00000,2429089.36300,236409392.25000,15375.61031,0.00633,236409392.25000,25292.87895,0.11455,0.00272
10420,"Akron, OH",16-19,0,NB,28.00000,1377.34996,106221.81384,325.91688,0.23663,106221.81384,536.13327,1108.00000,39245.78689,712627.81563,844.17286,0.02151,712627.81563,1388.66435,0.03510,0.01360
10420,"Akron, OH",16-19,1,FB,,,,,,,,47.00000,1592.24911,120616.83254,347.29934,0.21812,120616.83254,571.30742,,
10420,"Akron, OH",20-24,0,NB,77.00000,3683.30762,211187.58283,459.55150,0.12477,211187.58283,755.96222,1201.00000,53029.45915,481843.44242,694.14944,0.01309,481843.44242,1141.87583,0.06946,0.01418
10420,"Akron, OH",20-24,1,FB,8.00000,342.06054,19286.70913,138.87660,0.40600,19286.70913,228.45200,89.00000,3187.93827,142190.21063,377.08117,0.11828,142190.21063,620.29853,0.10730,0.06855
10580,"Albany-Schenectady-Troy, NY",16-19,0,NB,27.00000,1500.10068,106526.22611,326.38356,0.21757,106526.22611,536.90095,1521.00000,45883.57404,930950.62151,964.85782,0.02103,930950.62151,1587.19112,0.03269,0.01165
10580,"Albany-Schenectady-Troy, NY",16-19,1,FB,7.00000,496.54476,33913.59611,184.15644,0.37088,33913.59611,302.93735,102.00000,3512.09203,243818.87043,493.78018,0.14059,243818.87043,812.26840,0.14138,0.07982
10580,"Albany-Schenectady-Troy, NY",20-24,0,NB,62.00000,2855.66371,191350.60769,437.43640,0.15318,191350.60769,719.58288,1678.00000,62610.52388,1049811.03910,1024.60287,0.01636,1049811.03910,1685.47172,0.04561,0.01143
10580,"Albany-Schenectady-Troy, NY",20-24,1,FB,6.00000,614.66473,81061.17703,284.71245,0.46320,81061.17703,468.35197,117.00000,4654.82814,320923.26882,566.50090,0.12170,320923.26882,931.89398,0.13205,0.09708
10740,"Albuquerque, NM",16-19,0,NB,66.00000,2483.38819,160807.45044,401.00804,0.16148,160807.45044,659.65823,1054.00000,43197.14190,1334315.89890,1155.12592,0.02674,1334315.89890,1900.18214,0.05749,0.01506
10740,"Albuquerque, NM",16-19,1,FB,5.00000,301.60928,19168.53497,138.45048,0.45904,19168.53497,227.75104,66.00000,3426.65948,296389.52414,544.41668,0.15888,296389.52414,895.56544,0.08802,0.06236
10740,"Albuquerque, NM",20-24,0,NB,146.00000,6844.51769,458486.48495,677.11630,0.09893,458486.48495,1113.85632,1171.00000,56623.26910,1994363.08230,1412.21920,0.02494,1994363.08230,2323.10059,0.12088,0.01904
10740,"Albuquerque, NM",20-24,1,FB,17.00000,852.05960,46353.45899,215.29853,0.25268,46353.45899,354.16609,112.00000,6518.46696,698757.61263,835.91723,0.12824,698757.61263,1375.08384,0.13071,0.04682
10900,"Allentown-Bethlehem-Easton, PA-NJ",16-19,0,NB,31.00000,1772.93047,181376.18405,425.88283,0.24021,181376.18405,700.57725,1240.00000,43005.36763,1040101.30410,1019.85357,0.02371,1040101.30410,1677.65912,0.04123,0.01621
10900,"Allentown-Bethlehem-Easton, PA-NJ",16-19,1,FB,,,,,,,,63.00000,2317.08389,137161.42044,370.35310,0.15984,137161.42044,609.23085,,
10900,"Allentown-Bethlehem-Easton, PA-NJ",20-24,0,NB,77.00000,4085.01506,361575.96382,601.31187,0.14720,361575.96382,989.15802,1256.00000,48474.09825,1005201.65220,1002.59745,0.02068,1005201.65220,1649.27281,0.08427,0.02020
10900,"Allentown-Bethlehem-Easton, PA-NJ",20-24,1,FB,,,,,,,,92.00000,4310.38923,356683.81876,597.23012,0.13856,356683.81876,982.44355,,
12060,"Atlanta-Sandy Springs-Roswell, GA",16-19,0,NB,281.00000,12916.34817,649230.65841,805.74851,0.06238,649230.65841,1325.45630,7183.00000,279601.68187,8190604.24220,2861.92317,0.01024,8190604.24220,4707.86362,0.04620,0.00468
12060,"Atlanta-Sandy Springs-Roswell, GA",16-19,1,FB,29.00000,1278.46707,62534.90324,250.06980,0.19560,62534.90324,411.36482,597.00000,25157.90015,1958525.55120,1399.47331,0.05563,1958525.55120,2302.13360,0.05082,0.01568
12060,"Atlanta-Sandy Springs-Roswell, GA",20-24,0,NB,627.00000,33220.97505,1946830.46350,1395.28867,0.04200,1946830.46350,2295.24986,7118.00000,321011.46857,6396574.70630,2529.14505,0.00788,6396574.70630,4160.44361,0.10349,0.00702
12060,"Atlanta-Sandy Springs-Roswell, GA",20-24,1,FB,94.00000,5464.40562,427781.17489,654.04983,0.11969,427781.17489,1075.91196,1006.00000,46955.78426,2764488.32400,1662.67505,0.03541,2764488.32400,2735.10046,0.11637,0.02189
12260,"Augusta-Richmond County, GA-SC",16-19,0,NB,46.00000,2145.55062,114519.39543,338.40714,0.15773,114519.39543,556.67975,776.00000,29327.17764,878829.95935,937.45931,0.03197,878829.95935,1542.12057,0.07316,0.01859
12260,"Augusta-Richmond County, GA-SC",16-19,1,FB,,,,,,,,13.00000,408.92433,21449.68738,146.45712,0.35815,21449.68738,240.92196,,
12260,"Augusta-Richmond County, GA-SC",20-24,0,NB,95.00000,4411.04598,298674.26034,546.51099,0.12390,298674.26034,899.01058,795.00000,35979.59022,704569.55759,839.38642,0.02333,704569.55759,1380.79066,0.12260,0.02454
12260,"Augusta-Richmond County, GA-SC",20-24,1,FB,,,,,,,,23.00000,1320.21710,121079.55516,347.96488,0.26357,121079.55516,572.40222,,
12420,"Austin-Round Rock, TX",16-19,0,NB,67.00000,3077.99323,193208.38659,439.55476,0.14281,193208.38659,723.06758,2738.00000,92492.87639,3062928.88100,1750.12253,0.01892,3062928.88100,2878.95157,0.03328,0.00775
12420,"Austin-Round Rock, TX",16-19,1,FB,17.00000,830.88909,36082.60675,189.95422,0.22862,36082.60675,312.47470,233.00000,9977.01132,417477.97108,646.12535,0.06476,417477.97108,1062.87620,0.08328,0.03004
12420,"Austin-Round Rock, TX",20-24,0,NB,154.00000,6858.26764,437049.39970,661.09712,0.09639,437049.39970,1087.50476,3196.00000,126746.53179,2332680.80040,1527.31163,0.01205,2332680.80040,2512.42762,0.05411,0.00851
12420,"Austin-Round Rock, TX",20-24,1,FB,47.00000,2347.87428,244839.36772,494.81246,0.21075,244839.36772,813.96649,455.00000,20581.98976,1213708.41240,1101.68435,0.05353,1213708.41240,1812.27076,0.11407,0.03825
12540,"Bakersfield, CA",16-19,0,NB,70.00000,3308.45802,238096.12278,487.95094,0.14749,238096.12278,802.67930,1234.00000,48407.99670,1520880.86790,1233.23999,0.02548,1520880.86790,2028.67978,0.06835,0.01633
12540,"Bakersfield, CA",16-19,1,FB,13.00000,515.29357,29148.04145,170.72798,0.33132,29148.04145,280.84752,136.00000,5173.24342,342762.27800,585.45903,0.11317,342762.27800,963.08011,0.09961,0.05102
12540,"Bakersfield, CA",20-24,0,NB,204.00000,10203.78014,538038.44758,733.51104,0.07189,538038.44758,1206.62566,1408.00000,62835.12274,1110647.85260,1053.87279,0.01677,1110647.85260,1733.62074,0.16239,0.01867
12540,"Bakersfield, CA",20-24,1,FB,38.00000,1523.96810,97774.70432,312.68947,0.20518,97774.70432,514.37418,219.00000,8845.15256,456375.32576,675.55557,0.07638,456375.32576,1111.28891,0.17229,0.05397
12580,"Baltimore-Columbia-Towson, MD",16-19,0,NB,103.00000,4555.77176,336275.40623,579.89258,0.12729,336275.40623,953.92330,3846.00000,135009.64750,2478757.20790,1574.40694,0.01166,2478757.20790,2589.89941,0.03374,0.00704
12580,"Baltimore-Columbia-Towson, MD",16-19,1,FB,11.00000,764.21755,72896.74865,269.99398,0.35329,72896.74865,444.14010,206.00000,8512.78179,517004.95417,719.03057,0.08446,517004.95417,1182.80528,0.08977,0.05066
12580,"Baltimore-Columbia-Towson, MD",20-24,0,NB,286.00000,12745.90772,886060.08108,941.30764,0.07385,886060.08108,1548.45107,4748.00000,173423.33121,1715444.68390,1309.74986,0.00755,1715444.68390,2154.53851,0.07350,0.00888
12580,"Baltimore-Columbia-Towson, MD",20-24,1,FB,14.00000,893.76151,72714.21677,269.65574,0.30171,72714.21677,443.58369,339.00000,14784.23133,897366.52677,947.29432,0.06407,897366.52677,1558.29915,0.06045,0.02932
12940,"Baton Rouge, LA",16-19,0,NB,45.00000,2313.92917,235773.46680,485.56510,0.20984,235773.46680,798.75459,1045.00000,44290.60664,1431411.62210,1196.41616,0.02701,1431411.62210,1968.10458,0.05224,0.01788
12940,"Baton Rouge, LA",16-19,1,FB,,,,,,,,12.00000,562.29441,29559.68295,171.92930,0.30576,29559.68295,282.82369,,
12940,"Baton Rouge, LA",20-24,0,NB,119.00000,7881.18907,641186.82026,800.74142,0.10160,641186.82026,1317.21963,1237.00000,70273.66783,1317881.00640,1147.98999,0.01634,1317881.00640,1888.44353,0.11215,0.01850
12940,"Baton Rouge, LA",20-24,1,FB,,,,,,,,37.00000,2035.61958,182832.55513,427.58924,0.21005,182832.55513,703.38429,,
